,NeedleType,entropy_hex,file_name,sigma,start_window,HstackSize,NeedleSize,StartSam,dSNR,norm_entropy
1063,sine,b'FFEF9398E690076C',./haystacks/2018-03-22_144000__155.txt,28.0714257482,b'0000000000080C73',1000000,250000,189713,-5.0,0.9997493980686728
1064,sine,b'FFEF92E885299259',./haystacks/2018-03-22_144000__156.txt,28.0714257482,b'0000000000020872',1000000,250000,694055,-5.0,0.9997493570018945
1065,sine,b'FFEF8F0019911E6B',./haystacks/2018-03-22_144000__157.txt,28.0714257482,b'00000000000DC567',1000000,250000,153060,-5.0,0.9997491240733933
1066,sine,b'FFEC974EFB17984A',./haystacks/2018-03-22_144000__158.txt,28.0714257482,b'000000000007B08D',1000000,250000,392761,-5.0,0.9997038429092683
1067,sine,b'FFEF28F58ABBC4ED',./haystacks/2018-03-22_144000__159.txt,28.0714257482,b'00000000000A4C15',1000000,250000,529406,-5.0,0.9997430419414136
1068,sine,b'FFEF392D152A280C',./haystacks/2018-03-22_144000__16.txt,28.0714257482,b'000000000005BBFD',1000000,250000,267894,-5.0,0.9997440085473178
1069,sine,b'FFEB0B710C077987',./haystacks/2018-03-22_144000__160.txt,28.0714257482,b'000000000007C18B',1000000,250000,384196,-5.0,0.9996802474015832
1070,sine,b'FFF006D3066EFC57',./haystacks/2018-03-22_144000__161.txt,28.0714257482,b'000000000003363B',1000000,250000,593181,-5.0,0.9997562661359858
1071,sine,b'FFEFF1A2DFC19202',./haystacks/2018-03-22_144000__162.txt,28.0714257482,b'0000000000075197',1000000,250000,71314,-5.0,0.9997550032273976
1072,sine,b'FFEF1CB08D464D76',./haystacks/2018-03-22_144000__163.txt,28.0714257482,b'00000000000229CA',1000000,250000,147315,-5.0,0.999742310622673
1073,sine,b'FFEE1F26126A6AF4',./haystacks/2018-03-22_144000__164.txt,28.0714257482,b'000000000001EF34',1000000,250000,87476,-5.0,0.9997271984051764
1074,sine,b'FFEEE1741A44D58D',./haystacks/2018-03-22_144000__165.txt,28.0714257482,b'0000000000041CEB',1000000,250000,251276,-5.0,0.9997387798741956
1075,sine,b'FFEFF1A84AF252C8',./haystacks/2018-03-22_144000__166.txt,28.0714257482,b'0000000000045615',1000000,250000,136330,-5.0,0.99975500448904
1076,sine,b'FFE9E03E541254AD',./haystacks/2018-03-22_144000__167.txt,28.0714257482,b'000000000008E9BD',1000000,250000,341064,-5.0,0.9996624138039548
1077,sine,b'FFEED74F7B23CFB3',./haystacks/2018-03-22_144000__168.txt,28.0714257482,b'000000000003DE3E',1000000,250000,231272,-5.0,0.9997381753011176
1078,sine,b'FFEEBCFEA40F4A95',./haystacks/2018-03-22_144000__169.txt,28.0714257482,b'00000000000AACED',1000000,250000,615139,-5.0,0.9997366067582877
1079,sine,b'FFEDAF957F9DBD26',./haystacks/2018-03-22_144000__17.txt,28.0714257482,b'00000000000A4902',1000000,250000,620902,-5.0,0.9997205486284804
1080,sine,b'FFE97F415636840A',./haystacks/2018-03-22_144000__170.txt,28.0714257482,b'0000000000055B95',1000000,250000,107741,-5.0,0.9996566328538511
1081,sine,b'FFEF732F2ADBA634',./haystacks/2018-03-22_144000__171.txt,28.0714257482,b'000000000009E604',1000000,250000,580986,-5.0,0.9997474661021061
1082,sine,b'FFEB92C45B08C44C',./haystacks/2018-03-22_144000__172.txt,28.0714257482,b'00000000000CD6C0',1000000,250000,742006,-5.0,0.9996883134254261
1083,sine,b'FFEF18810FA1080C',./haystacks/2018-03-22_144000__173.txt,28.0714257482,b'00000000000A9688',1000000,250000,18647,-5.0,0.9997420611467797
1084,sine,b'FFE9E04A84F351C9',./haystacks/2018-03-22_144000__174.txt,28.0714257482,b'00000000000514D3',1000000,250000,207362,-5.0,0.9996624166423775
1085,sine,b'FFEF508614F71C40',./haystacks/2018-03-22_144000__175.txt,28.0714257482,b'0000000000038394',1000000,250000,436380,-5.0,0.9997454001758936
1086,sine,b'FFE91CAA1C74EF2D',./haystacks/2018-03-22_144000__176.txt,28.0714257482,b'0000000000046963',1000000,250000,143923,-5.0,0.9996507563887069
1087,sine,b'FFEF814474452056',./haystacks/2018-03-22_144000__177.txt,28.0714257482,b'000000000006A405',1000000,250000,389491,-5.0,0.9997483055233443
1088,sine,b'FFEEB860569226D2',./haystacks/2018-03-22_144000__178.txt,28.0714257482,b'00000000000ACB04',1000000,250000,53665,-5.0,0.9997363314819913
1089,sine,b'FFEF689A0B74668B',./haystacks/2018-03-22_144000__179.txt,28.0714257482,b'0000000000047522',1000000,250000,151992,-5.0,0.9997468353353313
1090,sine,b'FFEF8F9E4986D4E1',./haystacks/2018-03-22_144000__18.txt,28.0714257482,b'00000000000E36D9',1000000,250000,188497,-5.0,0.9997491609042543
1091,sine,b'FFEEB95A0B641CF6',./haystacks/2018-03-22_144000__180.txt,28.0714257482,b'00000000000832D9',1000000,250000,182761,-5.0,0.9997363896212765
1092,sine,b'FFEDF14C9862C12B',./haystacks/2018-03-22_144000__181.txt,28.0714257482,b'000000000006CA1D',1000000,250000,414917,-5.0,0.9997244655609263
1093,sine,b'FFEFADA769A97216',./haystacks/2018-03-22_144000__182.txt,28.0714257482,b'00000000000E792D',1000000,250000,209783,-5.0,0.9997509511683
1094,sine,b'FFEF2BB1ABF53AAD',./haystacks/2018-03-22_144000__183.txt,28.0714257482,b'0000000000079742',1000000,250000,224251,-5.0,0.9997432049530816
1095,sine,b'FFEE56A8269D64FE',./haystacks/2018-03-22_144000__184.txt,28.0714257482,b'000000000005977A',1000000,250000,361355,-5.0,0.9997305069469938
1096,sine,b'FFEF1DFF41E3DAF1',./haystacks/2018-03-22_144000__185.txt,28.0714257482,b'0000000000085719',1000000,250000,316472,-5.0,0.9997423885523767
1097,sine,b'FFEF40EFFC490435',./haystacks/2018-03-22_144000__186.txt,28.0714257482,b'00000000000EC035',1000000,250000,435449,-5.0,0.9997444711591791
1098,sine,b'FFEF18F30B3288FC',./haystacks/2018-03-22_144000__187.txt,28.0714257482,b'0000000000030E51',1000000,250000,341887,-5.0,0.9997420876854425
1099,sine,b'FFEF07D15EAD1313',./haystacks/2018-03-22_144000__188.txt,28.0714257482,b'0000000000045FB1',1000000,250000,479157,-5.0,0.9997410665661628
1100,sine,b'FFED29FD84135D18',./haystacks/2018-03-22_144000__189.txt,28.0714257482,b'00000000000A737D',1000000,250000,659624,-5.0,0.9997125858245233
1101,sine,b'FFEF117AFC855E60',./haystacks/2018-03-22_144000__19.txt,28.0714257482,b'0000000000097D8B',1000000,250000,28334,-5.0,0.9997416424999037
1102,sine,b'FFEF23B6152041C2',./haystacks/2018-03-22_144000__190.txt,28.0714257482,b'000000000003F0FF',1000000,250000,226137,-5.0,0.9997427291428957
1103,sine,b'FFEA3278DC03A1CB',./haystacks/2018-03-22_144000__191.txt,28.0714257482,b'000000000005C35E',1000000,250000,204902,-5.0,0.9996673150126427
1104,sine,b'FFEF355CA3B175E0',./haystacks/2018-03-22_144000__192.txt,28.0714257482,b'000000000000696B',1000000,250000,745142,-5.0,0.9997437812014079
1105,sine,b'FFEFBCAB6DC870A5',./haystacks/2018-03-22_144000__193.txt,28.0714257482,b'0000000000072463',1000000,250000,421360,-5.0,0.9997518461730424
1106,sine,b'FFEA493A6FC8BB0A',./haystacks/2018-03-22_144000__194.txt,28.0714257482,b'00000000000490C4',1000000,250000,91831,-5.0,0.9996686713855379
1107,sine,b'FFEFCACCEBF677CC',./haystacks/2018-03-22_144000__195.txt,28.0714257482,b'000000000001BD27',1000000,250000,293788,-5.0,0.9997526884362403
1108,sine,b'FFEE70B6C15B30E4',./haystacks/2018-03-22_144000__196.txt,28.0714257482,b'0000000000071C75',1000000,250000,309999,-5.0,0.9997320600681234
1109,sine,b'FFEF2DAF3A51F06C',./haystacks/2018-03-22_144000__197.txt,28.0714257482,b'0000000000089249',1000000,250000,47152,-5.0,0.9997433235933568
1110,sine,b'FFEA532D013A0089',./haystacks/2018-03-22_144000__198.txt,28.0714257482,b'00000000000509E2',1000000,250000,239549,-5.0,0.9996692643046359
1111,sine,b'FFE9A1446B1F1BB7',./haystacks/2018-03-22_144000__199.txt,28.0714257482,b'000000000009FCEE',1000000,250000,461644,-5.0,0.9996586601292815
1112,sine,b'FFEFA13A1479ABE4',./haystacks/2018-03-22_144000__2.txt,28.0714257482,b'000000000001DC26',1000000,250000,243718,-5.0,0.9997502104565458
1113,sine,b'FFEFBA9E9185C90A',./haystacks/2018-03-22_144000__20.txt,28.0714257482,b'000000000000A264',1000000,250000,637123,-5.0,0.9997517239694594
1114,sine,b'FFEF1DAFCF885CEA',./haystacks/2018-03-22_144000__200.txt,28.0714257482,b'00000000000D2A4A',1000000,250000,63425,-5.0,0.9997423700547485
1115,sine,b'FFEE3DA2B9587800',./haystacks/2018-03-22_144000__201.txt,28.0714257482,b'0000000000032CDB',1000000,250000,184898,-5.0,0.9997290155673414
1116,sine,b'FFEF108FCC1D95EA',./haystacks/2018-03-22_144000__202.txt,28.0714257482,b'0000000000062E0C',1000000,250000,591514,-5.0,0.999741587740678
1117,sine,b'FFEFED8C75D92BF7',./haystacks/2018-03-22_144000__203.txt,28.0714257482,b'00000000000BA75B',1000000,250000,258176,-5.0,0.9997547595902218
1118,sine,b'FFEFA64B8289207A',./haystacks/2018-03-22_144000__204.txt,28.0714257482,b'000000000007DE66',1000000,250000,386274,-5.0,0.99975051253799
1119,sine,b'FFEEE53244B7AC01',./haystacks/2018-03-22_144000__205.txt,28.0714257482,b'000000000005A5B4',1000000,250000,206661,-5.0,0.999739002964559
1120,sine,b'FFEF6DF869E08EF2',./haystacks/2018-03-22_144000__206.txt,28.0714257482,b'00000000000DD905',1000000,250000,736051,-5.0,0.9997471553305124
1121,sine,b'FFEE6C1EED08710B',./haystacks/2018-03-22_144000__207.txt,28.0714257482,b'00000000000BD18E',1000000,250000,697446,-5.0,0.9997317862990103
1122,sine,b'FFEC4247D285B61F',./haystacks/2018-03-22_144000__208.txt,28.0714257482,b'000000000007175D',1000000,250000,383652,-5.0,0.9996987748477498
1123,sine,b'FFEDD54E356E995D',./haystacks/2018-03-22_144000__209.txt,28.0714257482,b'0000000000044FF1',1000000,250000,88052,-5.0,0.999722797006536
1124,sine,b'FFEF8205D07740B7',./haystacks/2018-03-22_144000__21.txt,28.0714257482,b'000000000000E649',1000000,250000,210863,-5.0,0.9997483505435101
1125,sine,b'FFEA295DA76909BA',./haystacks/2018-03-22_144000__210.txt,28.0714257482,b'000000000005880F',1000000,250000,361396,-5.0,0.9996667722365694
1126,sine,b'FFEE54317D7962D1',./haystacks/2018-03-22_144000__211.txt,28.0714257482,b'000000000008EA59',1000000,250000,539092,-5.0,0.9997303601098557
1127,sine,b'FFEE98B734EE6514',./haystacks/2018-03-22_144000__212.txt,28.0714257482,b'000000000003D4C5',1000000,250000,649978,-5.0,0.9997344443590294
1128,sine,b'FFEEE57103786AF9',./haystacks/2018-03-22_144000__213.txt,28.0714257482,b'000000000007BCFB',1000000,250000,4631,-5.0,0.9997390175735476
1129,sine,b'FFEF7D51EACAD978',./haystacks/2018-03-22_144000__214.txt,28.0714257482,b'00000000000E123D',1000000,250000,727685,-5.0,0.999748070239359
1130,sine,b'FFEF29985E73CE15',./haystacks/2018-03-22_144000__215.txt,28.0714257482,b'000000000000F5B4',1000000,250000,676091,-5.0,0.9997430798525351
1131,sine,b'FFE810191A71ABC0',./haystacks/2018-03-22_144000__216.txt,28.0714257482,b'000000000007C73D',1000000,250000,350607,-5.0,0.9996347485816331
1132,sine,b'FFEA37203790410F',./haystacks/2018-03-22_144000__217.txt,28.0714257482,b'000000000009AF9A',1000000,250000,594582,-5.0,0.9996675923972029
1133,sine,b'FFEAD452D700C182',./haystacks/2018-03-22_144000__218.txt,28.0714257482,b'0000000000089604',1000000,250000,369797,-5.0,0.9996769621129742
1134,sine,b'FFEF29C4BC228ECB',./haystacks/2018-03-22_144000__219.txt,28.0714257482,b'000000000008BE74',1000000,250000,217786,-5.0,0.9997430901822872
1135,sine,b'FFE71745D50B33E8',./haystacks/2018-03-22_144000__22.txt,28.0714257482,b'00000000000DF5B5',1000000,250000,685385,-5.0,0.9996199174393439
1136,sine,b'FFEF205A03C9FBB9',./haystacks/2018-03-22_144000__220.txt,28.0714257482,b'0000000000095CCC',1000000,250000,545752,-5.0,0.9997425288927743
1137,sine,b'FFEB3D5591248963',./haystacks/2018-03-22_144000__221.txt,28.0714257482,b'000000000009CCC0',1000000,250000,526025,-5.0,0.99968322123563
1138,sine,b'FFEE0F41D14BFD99',./haystacks/2018-03-22_144000__222.txt,28.0714257482,b'000000000006E0EA',1000000,250000,9015,-5.0,0.9997262511908929
1139,sine,b'FFEF1E493341F79B',./haystacks/2018-03-22_144000__223.txt,28.0714257482,b'00000000000B9EFE',1000000,250000,329398,-5.0,0.9997424057685363
1140,sine,b'FFEF72863FC890B2',./haystacks/2018-03-22_144000__224.txt,28.0714257482,b'00000000000EEB8B',1000000,250000,497814,-5.0,0.9997474267727589
1141,sine,b'FFEE36899B8ABA94',./haystacks/2018-03-22_144000__225.txt,28.0714257482,b'00000000000B0732',1000000,250000,582490,-5.0,0.9997285924869556
1142,sine,b'FFEC4C47C5F85A35',./haystacks/2018-03-22_144000__226.txt,28.0714257482,b'000000000001733E',1000000,250000,61632,-5.0,0.9996993708827814
1143,sine,b'FFEF87D4E2CF9D17',./haystacks/2018-03-22_144000__227.txt,28.0714257482,b'00000000000DA42F',1000000,250000,456849,-5.0,0.9997486967793621
1144,sine,b'FFEF97F34C7DABC0',./haystacks/2018-03-22_144000__228.txt,28.0714257482,b'0000000000040D2E',1000000,250000,594594,-5.0,0.999749657534713
1145,sine,b'FFEF00E75759A3BA',./haystacks/2018-03-22_144000__229.txt,28.0714257482,b'000000000005BED3',1000000,250000,65054,-5.0,0.9997406544492606
1146,sine,b'FFEFD9032FA2338A',./haystacks/2018-03-22_144000__23.txt,28.0714257482,b'0000000000044D3A',1000000,250000,132404,-5.0,0.9997535355356681
1147,sine,b'FFEF12F115CAF0AE',./haystacks/2018-03-22_144000__230.txt,28.0714257482,b'000000000000000A',1000000,250000,14569,-5.0,0.999741729601549
1148,sine,b'FFEFC2C6D3E62084',./haystacks/2018-03-22_144000__231.txt,28.0714257482,b'000000000004D626',1000000,250000,205812,-5.0,0.9997522101802123
1149,sine,b'FFE8D1C8CD60CD35',./haystacks/2018-03-22_144000__232.txt,28.0714257482,b'00000000000A7F53',1000000,250000,452530,-5.0,0.9996462931861771
1150,sine,b'FFEE392729EAECEA',./haystacks/2018-03-22_144000__233.txt,28.0714257482,b'0000000000047180',1000000,250000,697097,-5.0,0.9997287483801462
1151,sine,b'FFEB7644D0C4BA4D',./haystacks/2018-03-22_144000__234.txt,28.0714257482,b'00000000000B6862',1000000,250000,604715,-5.0,0.9996866148001285
1152,sine,b'FFED63D2046D806B',./haystacks/2018-03-22_144000__235.txt,28.0714257482,b'000000000003D82F',1000000,250000,69620,-5.0,0.9997160327661074
1153,sine,b'FFEFA66DC1501813',./haystacks/2018-03-22_144000__236.txt,28.0714257482,b'000000000005E3E7',1000000,250000,409958,-5.0,0.9997505205113274
1154,sine,b'FFEF8F67A91CE817',./haystacks/2018-03-22_144000__237.txt,28.0714257482,b'000000000001D074',1000000,250000,40120,-5.0,0.999749148185504
1155,sine,b'FFF05818B3F7559C',./haystacks/2018-03-22_144000__238.txt,28.0714257482,b'0000000000033892',1000000,250000,438845,-5.0,0.999761110335354
1156,sine,b'FFEBC7855F564AB3',./haystacks/2018-03-22_144000__239.txt,28.0714257482,b'0000000000047303',1000000,250000,147957,-5.0,0.9996914578071819
1157,sine,b'FFEC460E2348691C',./haystacks/2018-03-22_144000__24.txt,28.0714257482,b'0000000000013C9C',1000000,250000,69142,-5.0,0.9996989998356028
1158,sine,b'FFEE46C841480FC5',./haystacks/2018-03-22_144000__240.txt,28.0714257482,b'000000000006CF73',1000000,250000,460670,-5.0,0.9997295607475112
1159,sine,b'FFEDB464C22E9CE5',./haystacks/2018-03-22_144000__241.txt,28.0714257482,b'00000000000ABE8A',1000000,250000,584340,-5.0,0.999720835303544
1160,sine,b'FFEFCAE692E8CDAF',./haystacks/2018-03-22_144000__242.txt,28.0714257482,b'00000000000788B1',1000000,250000,287841,-5.0,0.9997526944088435
1161,sine,b'FFEA2C114D8F8FE4',./haystacks/2018-03-22_144000__243.txt,28.0714257482,b'00000000000B0B3D',1000000,250000,597574,-5.0,0.9996669332736572
1162,sine,b'FFE954436ECA7D33',./haystacks/2018-03-22_144000__244.txt,28.0714257482,b'000000000001EA3F',1000000,250000,63999,-5.0,0.9996540703421406
1163,sine,b'FFEF1504A4A7B1B8',./haystacks/2018-03-22_144000__245.txt,28.0714257482,b'000000000007A498',1000000,250000,587146,-5.0,0.9997418533645532
1164,sine,b'FFF00C7B87DF4C8F',./haystacks/2018-03-22_144000__246.txt,28.0714257482,b'000000000001ED80',1000000,250000,597648,-5.0,0.9997566033924816
1165,sine,b'FFEFCBA871CEFD45',./haystacks/2018-03-22_144000__247.txt,28.0714257482,b'00000000000AA584',1000000,250000,485963,-5.0,0.9997527395478834
1166,sine,b'FFF04737660A3446',./haystacks/2018-03-22_144000__248.txt,28.0714257482,b'00000000000242E9',1000000,250000,236544,-5.0,0.9997601042032692
1167,sine,b'FFEFC0D8EB47E858',./haystacks/2018-03-22_144000__249.txt,28.0714257482,b'0000000000069DA8',1000000,250000,654592,-5.0,0.9997520951831401
1168,sine,b'FFEA5694B0FF9D52',./haystacks/2018-03-22_144000__25.txt,28.0714257482,b'000000000004F4BA',1000000,250000,198258,-5.0,0.9996694672599902
1169,sine,b'FFE8520F9A241AD5',./haystacks/2018-03-22_144000__250.txt,28.0714257482,b'00000000000939C4',1000000,250000,379350,-5.0,0.9996386802760217
1170,sine,b'FFECAE2BCAEDE28C',./haystacks/2018-03-22_144000__251.txt,28.0714257482,b'00000000000DB41D',1000000,250000,698757,-5.0,0.9997052056232216
1171,sine,b'FFEFD272CED325A6',./haystacks/2018-03-22_144000__252.txt,28.0714257482,b'00000000000E7DC1',1000000,250000,179991,-5.0,0.9997531442921398
1172,sine,b'FFEF81B0CBCD69B3',./haystacks/2018-03-22_144000__253.txt,28.0714257482,b'000000000009D6FA',1000000,250000,312939,-5.0,0.999748330748664
1173,sine,b'FFEFD3AF646E6968',./haystacks/2018-03-22_144000__254.txt,28.0714257482,b'000000000006BF09',1000000,250000,118081,-5.0,0.9997532180026895
1174,sine,b'FFE9C925E0A1901B',./haystacks/2018-03-22_144000__255.txt,28.0714257482,b'0000000000084202',1000000,250000,497749,-5.0,0.999661037204197
1175,sine,b'FFEF7F033D1FC975',./haystacks/2018-03-22_144000__256.txt,28.0714257482,b'00000000000921D8',1000000,250000,570552,-5.0,0.999748171129908
1176,sine,b'FFEAB150D5DC43A6',./haystacks/2018-03-22_144000__257.txt,28.0714257482,b'000000000003EC83',1000000,250000,187754,-5.0,0.9996748754837066
1177,sine,b'FFEF6EE30C813D24',./haystacks/2018-03-22_144000__258.txt,28.0714257482,b'00000000000B141C',1000000,250000,548706,-5.0,0.999747209960792
1178,sine,b'FFEFAD3FE023871D',./haystacks/2018-03-22_144000__259.txt,28.0714257482,b'00000000000810FD',1000000,250000,473909,-5.0,0.9997509270616672
1179,sine,b'FFEA284208F5D0EC',./haystacks/2018-03-22_144000__26.txt,28.0714257482,b'0000000000081F16',1000000,250000,293882,-5.0,0.9996667062013878
1180,sine,b'FFECDA54D32664C7',./haystacks/2018-03-22_144000__260.txt,28.0714257482,b'000000000009F763',1000000,250000,511014,-5.0,0.9997078377811249
1181,sine,b'FFEADC9AD904F3F3',./haystacks/2018-03-22_144000__261.txt,28.0714257482,b'0000000000038F6B',1000000,250000,218126,-5.0,0.9996774557157726
1182,sine,b'FFEA533C959B0B5C',./haystacks/2018-03-22_144000__262.txt,28.0714257482,b'0000000000042443',1000000,250000,165582,-5.0,0.9996692679320455
1183,sine,b'FFEE9A40AC719BFA',./haystacks/2018-03-22_144000__263.txt,28.0714257482,b'00000000000EE705',1000000,250000,114707,-5.0,0.9997345359701683
1184,sine,b'FFEF5C6EDEED4DA2',./haystacks/2018-03-22_144000__264.txt,28.0714257482,b'0000000000077D24',1000000,250000,252176,-5.0,0.9997461100273786
1185,sine,b'FFEEB3F6F052BF33',./haystacks/2018-03-22_144000__265.txt,28.0714257482,b'000000000001AD1A',1000000,250000,10358,-5.0,0.9997360685232008
1186,sine,b'FFEDB53335CB644C',./haystacks/2018-03-22_144000__266.txt,28.0714257482,b'0000000000084838',1000000,250000,476916,-5.0,0.9997208833718055
1187,sine,b'FFEF00729AA9266B',./haystacks/2018-03-22_144000__267.txt,28.0714257482,b'000000000009E2CB',1000000,250000,561544,-5.0,0.999740627269294
1188,sine,b'FFEFEEC7BCC1FD9F',./haystacks/2018-03-22_144000__268.txt,28.0714257482,b'00000000000E11BD',1000000,250000,521983,-5.0,0.9997548329963664
1189,sine,b'FFEBAC1A20817AEE',./haystacks/2018-03-22_144000__269.txt,28.0714257482,b'000000000004D24D',1000000,250000,216098,-5.0,0.9996898235117494
1190,sine,b'FFE9FEB4A52F66C7',./haystacks/2018-03-22_144000__27.txt,28.0714257482,b'000000000001DF01',1000000,250000,64615,-5.0,0.9996642294910864
1191,sine,b'FFEF5A882D92497D',./haystacks/2018-03-22_144000__270.txt,28.0714257482,b'000000000006573C',1000000,250000,461261,-5.0,0.9997459967103818
1192,sine,b'FFEEA0F84DDD4E22',./haystacks/2018-03-22_144000__271.txt,28.0714257482,b'00000000000741F4',1000000,250000,208579,-5.0,0.999734936352856
1193,sine,b'FFEFB1CBA83AB9C7',./haystacks/2018-03-22_144000__272.txt,28.0714257482,b'00000000000D67CD',1000000,250000,498969,-5.0,0.9997511980256871
1194,sine,b'FFF0177DEEA641C3',./haystacks/2018-03-22_144000__273.txt,28.0714257482,b'00000000000D7846',1000000,250000,238864,-5.0,0.9997572596027107
1195,sine,b'FFEA987AD4F77618',./haystacks/2018-03-22_144000__274.txt,28.0714257482,b'0000000000015C32',1000000,250000,62209,-5.0,0.9996733951456614
1196,sine,b'FFEB6DD51D9DB9A1',./haystacks/2018-03-22_144000__275.txt,28.0714257482,b'00000000000A3C83',1000000,250000,626257,-5.0,0.9996861119558308
1197,sine,b'FFEE0B96917A333A',./haystacks/2018-03-22_144000__276.txt,28.0714257482,b'0000000000092EB7',1000000,250000,592656,-5.0,0.9997260325048749
1198,sine,b'FFEF944CC0639321',./haystacks/2018-03-22_144000__277.txt,28.0714257482,b'00000000000A3937',1000000,250000,230851,-5.0,0.9997494399434699
1199,sine,b'FFEF709DBE085109',./haystacks/2018-03-22_144000__278.txt,28.0714257482,b'00000000000B8AD2',1000000,250000,649993,-5.0,0.9997473130333969
1200,sine,b'FFEF0EC4F8F40E56',./haystacks/2018-03-22_144000__279.txt,28.0714257482,b'00000000000D63C9',1000000,250000,143505,-5.0,0.9997414809121923
1201,sine,b'FFEEFD230BE1908A',./haystacks/2018-03-22_144000__28.txt,28.0714257482,b'0000000000086E2D',1000000,250000,290320,-5.0,0.9997404299318815
1202,sine,b'FFE9261452823B35',./haystacks/2018-03-22_144000__280.txt,28.0714257482,b'00000000000AB744',1000000,250000,539744,-5.0,0.999651317559718
1203,sine,b'FFEF4C47C5A6EB7C',./haystacks/2018-03-22_144000__281.txt,28.0714257482,b'000000000008CAAA',1000000,250000,361242,-5.0,0.9997451472496796
1204,sine,b'FFEFC789DEFA06D8',./haystacks/2018-03-22_144000__282.txt,28.0714257482,b'000000000006E0C8',1000000,250000,209614,-5.0,0.9997524940108421
1205,sine,b'FFF014651076496E',./haystacks/2018-03-22_144000__283.txt,28.0714257482,b'000000000002276E',1000000,250000,674761,-5.0,0.9997570749987627
1206,sine,b'FFEF0B7D0B4C40DD',./haystacks/2018-03-22_144000__284.txt,28.0714257482,b'000000000007E050',1000000,250000,478291,-5.0,0.9997412853511358
1207,sine,b'FFEF23C67CB2973D',./haystacks/2018-03-22_144000__285.txt,28.0714257482,b'000000000008E024',1000000,250000,200518,-5.0,0.9997427329623839
1208,sine,b'FFECBE9792AE897B',./haystacks/2018-03-22_144000__286.txt,28.0714257482,b'00000000000A52E0',1000000,250000,544318,-5.0,0.9997061843920908
1209,sine,b'FFF0299D2F6FFCE2',./haystacks/2018-03-22_144000__287.txt,28.0714257482,b'000000000000631B',1000000,250000,584063,-5.0,0.999758339762991
1210,sine,b'FFEE9CED384CA3BE',./haystacks/2018-03-22_144000__288.txt,28.0714257482,b'000000000009D0CA',1000000,250000,452332,-5.0,0.9997346953535264
1211,sine,b'FFEE17A46E9C7929',./haystacks/2018-03-22_144000__289.txt,28.0714257482,b'0000000000007FFD',1000000,250000,542463,-5.0,0.9997267509885307
1212,sine,b'FFEB932C27B0F5B6',./haystacks/2018-03-22_144000__29.txt,28.0714257482,b'00000000000831DD',1000000,250000,344137,-5.0,0.9996883375931168
1213,sine,b'FFEAD3BD4BB9696F',./haystacks/2018-03-22_144000__290.txt,28.0714257482,b'0000000000046466',1000000,250000,214577,-5.0,0.9996769272945351
1214,sine,b'FFEF8EC8943CDB71',./haystacks/2018-03-22_144000__291.txt,28.0714257482,b'0000000000096E3F',1000000,250000,611476,-5.0,0.9997491111464457
1215,sine,b'FFEFAB8B122FEAAD',./haystacks/2018-03-22_144000__292.txt,28.0714257482,b'00000000000D5683',1000000,250000,446989,-5.0,0.9997508253601947
1216,sine,b'FFEF943B97ACE8AE',./haystacks/2018-03-22_144000__293.txt,28.0714257482,b'0000000000011558',1000000,250000,744477,-5.0,0.9997494359483202
1217,sine,b'FFEF5432014375FA',./haystacks/2018-03-22_144000__294.txt,28.0714257482,b'00000000000929C6',1000000,250000,674014,-5.0,0.99974561901878
1218,sine,b'FFEF76A048F2C266',./haystacks/2018-03-22_144000__295.txt,28.0714257482,b'0000000000039ED1',1000000,250000,8861,-5.0,0.99974767125327
1219,sine,b'FFEF0D8F61D9A330',./haystacks/2018-03-22_144000__296.txt,28.0714257482,b'00000000000C8943',1000000,250000,593378,-5.0,0.9997414088300958
1220,sine,b'FFEC703CB92ECAB5',./haystacks/2018-03-22_144000__297.txt,28.0714257482,b'00000000000EA5A3',1000000,250000,721806,-5.0,0.9997015140772262
1221,sine,b'FFEEC1FC74898D75',./haystacks/2018-03-22_144000__298.txt,28.0714257482,b'0000000000039930',1000000,250000,478944,-5.0,0.999736904272629
1222,sine,b'FFEC324ADAE913FA',./haystacks/2018-03-22_144000__299.txt,28.0714257482,b'000000000006189C',1000000,250000,170822,-5.0,0.9996978218795542
1223,sine,b'FFEF28E18E4D512C',./haystacks/2018-03-22_144000__3.txt,28.0714257482,b'00000000000449BC',1000000,250000,11322,-5.0,0.9997430372880463
1224,sine,b'FFED7F9F6ED75751',./haystacks/2018-03-22_144000__30.txt,28.0714257482,b'0000000000011075',1000000,250000,37750,-5.0,0.9997176899185808
1225,sine,b'FFE9BDAA44E40FA8',./haystacks/2018-03-22_144000__300.txt,28.0714257482,b'00000000000BD234',1000000,250000,746802,-5.0,0.9996603527732904
1226,sine,b'FFEF21B7272C5D76',./haystacks/2018-03-22_144000__301.txt,28.0714257482,b'00000000000D1731',1000000,250000,330790,-5.0,0.9997426101828508
1227,sine,b'FFEF0C6C2BD2F42C',./haystacks/2018-03-22_144000__302.txt,28.0714257482,b'00000000000B2716',1000000,250000,709826,-5.0,0.9997413410272421
1228,sine,b'FFEE66EF4312CB34',./haystacks/2018-03-22_144000__303.txt,28.0714257482,b'00000000000AE308',1000000,250000,515490,-5.0,0.9997314771781688
1229,sine,b'FFEF4F17711714F8',./haystacks/2018-03-22_144000__304.txt,28.0714257482,b'000000000006F101',1000000,250000,353379,-5.0,0.9997453148108345
